针对现金管理业务活动涉及的内部控制，下面说法中，不恰当的是( )。 ,出纳员每日对库存现金自行盘点，编制现金报表，计算当日现金收入、支出及结 余额，并将结余额与实际库存额进行核对，如有差异及时查明原因,会计主管不定期检查现金日报表,每月末，会计主管指定出纳员对现金进行盘点，编制库存现金盘点表，将盘点金 额与现金日记账余额进行核对,会计主管复核库存现金盘点表，如果盘点金额与现金日记账余额存在差异，需查 明原因并报经财务经理批准后进行财务处理,第十二章 货币资金的审计,C,选项 C 不恰当，每月末，会计主管指定出纳员以外的人员对现金进行盘点，编制库存现金盘点表，将盘点金额与现金日记账余额进行核对。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135021.html">2020年注册会计师考试《审计》每日一练(7-3)</a>,单选 审计
针对银行存款管理业务活动涉及的内部控制，下面说法中，不恰当的是( )。,企业的银行账户的开立、变更或注销须经财务经理审核，报总经理审批,每月末，会计主管指定出纳员核对银行存款日记账和银行对账单，编制银行存款 余额调节表，使银行存款账面余额与银行对账单调节相符,出纳员登记银行票据的购买、领用、背书转让及注销等事项,企业的财务专用章由财务经理保管，办理相关业务中使用的个人名章由出纳员保管,第十二章 货币资金的审计,B,选项 B 不恰当，每月末，会计主管指定出纳员以外的人员核对银行存款日记账和银行对账单，编制银行存款余额调节表，使银行存款账面余额与银 行对账单调节相符。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135021.html">2020年注册会计师考试《审计》每日一练(7-3)</a>,单选 审计
注册会计师在对被审计单位实施风险评估程序时发现存在未经授权的人员接触 现金的情况，在评估重大错报风险时，首先应将货币资金的( )认定确定为重点审计领域。,存 在,完整性,计价和分摊,权利和义务,第十二章 货币资金的审计,A,未经授权接触货币资金，可能导致货币资金的不当减少，从而导致高估账面金额，由此违背货币资金的存在认定。【知识点】货币资金的重大错报风险,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135021.html">2020年注册会计师考试《审计》每日一练(7-3)</a>,单选 审计
下列关于货币资金审计的说法中，错误的是( )。,注册会计师监盘库存现金的目的主要是证实其完整性,注册会计师对结账日前后一段时期内现金收支凭证进行审计，主要的目的是为了 确定现金收支的截止正确,注册会计师在进行银行存款函证时，应该对本期存过款的银行进行发函，包括零 账户或账户已经注销的账户,注册会计师在审计中，应该关注是否存在质押、冻结等对变现有限制或存在境外 的款项，如果存在，要考虑是否已做必要的调整和披露,第十二章 货币资金的审计,A,监盘库存现金的主要目的是证实其存在。【知识点】库存现金的实质性程序,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135021.html">2020年注册会计师考试《审计》每日一练(7-3)</a>,单选 审计
以下有关监盘库存现金的说法中，不恰当的是( )。,注册会计师可能基于风险评估的结果判断无须对现金盘点实施控制测试，仅实施 实质性程序,对库存现金的监盘最好实施突击性的检查，时间最好选择在上午上班后或下午下班前,监盘范围一般包括被审计单位各部门经管的所有现金,在非资产负债表日进行监盘时，应将监盘金额调整至资产负债表日的金额，并对 变动情况实施程序,第十二章 货币资金的审计,B,选项 B 不恰当，对库存现金的监盘最好实施突击性的检查， 时间最好选择在上午上班前或下午下班时。【知识点】库存现金的实质性程序 现金监盘,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/135021.html">2020年注册会计师考试《审计》每日一练(7-3)</a>,单选 审计
如果存货盘点日和财务报表日不是同一天，注册会计师可以实施的程序包括( )。,比较盘点日和财务报表日之间的存货信息以识别异常项目，并对其执行实地察看 等适当的审计程序,对存货周转率或存货销售周转天数等实施实质性分析程序,对存货采购从入库单查至其相应的永续盘存记录及从永续盘存记录查至其相应 的入库单等支持性文件，对存货销售从货运单据查至其相应的永续盘存记录及从永续盘 存记录查至其相应的货运单据等支持性文件,测试存货销售和采购在盘点日和财务报表日的截止是否正确,第十一章 生产与存货循环的审计,ABCD,四个选项均正确。【知识点】存货监盘的时间,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134699.html">2020年注册会计师考试《审计》每日一练(7-2)</a>,多选 审计
注册会计师在确定存货监盘范围时，应考虑的因素有( )。,存货的内容及性质,存货的重大错报风险,审计项目组的人员数量,被审计单位与存货相关的内部控制,第十一章 生产与存货循环的审计,ABD,审计项目组不能因为人员数量问题而影响存货监盘范围， 选项 C 不正确。【知识点】存货监盘范围的确定,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134699.html">2020年注册会计师考试《审计》每日一练(7-2)</a>,多选 审计
下列关于货币资金循环中涉及到的业务的表述中，正确的是( )。,出纳员每日对库存现金进行盘点，均需要有会计主管人员在场监督,每月末，出纳对现金进行盘点，编制库存现金盘点表，将盘点金额与现金日记账 余额进行核对,办理业务中使用的个人名章可以由出纳员保管,企业的财务专用章交由出纳保管,第十二章 货币资金的审计,C,选项 A，会计主管无需每日监督，不定期检查现金日报表即可;选项 B，每月末，会计主管指定出纳员以外的人员对现金进行盘点;选项 D，企业的财务专用章应交由财务经理保管。【知识点】货币资金的主要业务活动和涉及的单据,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134699.html">2020年注册会计师考试《审计》每日一练(7-2)</a>,单选 审计
针对被审计单位下列与库存现金相关的内部控制，注册会计师应提出改进建议的 是( )。,每日及时记录现金收入并定期向顾客寄送对账单,担任登记现金日记账的人员负责登记现金总账,现金折扣需经过适当审批,每日盘点库存现金并与账面余额核对,第十二章 货币资金的审计,B,选项 B 中担任登记现金日记账的人员不能同时登记总账。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134699.html">2020年注册会计师考试《审计》每日一练(7-2)</a>,单选 审计
以下各项中，不属于注册会计师了解货币资金内部控制的审计程序的是( )。,询问销售部门的员工和管理人员,观察被审计单位出纳人员如何进行现金盘点,检查银行存款余额调节表是否恰当编制以及其中的调节是否经会计主款的恰当复核,实施分析程序，比较被审计单位银行存款应收利息收入与实际利息收入的差异是否适当,第十二章 货币资金的审计,D,了解内部控制时不能使用分析程序，选项 D 属于实质性分析程序。【知识点】货币资金相关内部控制,<a href="http://www.zgcjpx.com/cpa/tiku/lianxi/sj/134699.html">2020年注册会计师考试《审计》每日一练(7-2)</a>,单选 审计
